return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount
R12089,O158368,C104549,P1259,2025-12-26,Changed Mind,7466.84
R12090,O153046,C102213,P1264,2026-05-23,Wrong Product,4545.23
R12091,O138995,C104062,P1313,2025-08-05,Late Delivery,24079.32
R12092,O132247,C103113,P1361,2025-07-07,Quality Issue,8732.09
R12093,O149156,C109689,P1424,2026-03-30,Late Delivery,12504.37
R12094,O124711,C107598,P1106,2025-02-14,Damaged Product,4154.07
R12095,O107523,C108910,P1002,2025-04-27,Quality Issue,13675.2
R12096,O130642,C105357,P1422,2026-05-29,Wrong Product,9781.71
R12097,O154222,C101083,P1469,2026-07-24,Wrong Product,5664.62
R12098,O157120,C105869,P1200,2025-04-18,Quality Issue,3920.14
R12099,O137097,C100018,P1167,2025-06-27,Changed Mind,28728.12
R12100,O145160,C101120,P1276,2026-07-31,Quality Issue,10859.13
R12101,O137368,C108349,P1179,2025-08-30,Changed Mind,4403.88
R12102,O153382,C109138,P1126,2025-07-06,Damaged Product,2485.15
R12103,O108241,C106762,P1162,2025-06-23,Changed Mind,8178.24
R12104,O115549,C104323,P1096,2026-07-10,Changed Mind,15507.66
R12105,O142659,C104064,P1122,2026-02-19,Damaged Product,19784.19
R12106,O113521,C104125,P1471,2025-10-11,Late Delivery,1661.09
R12107,O117571,C106730,P1093,2025-07-09,Wrong Product,8219.46
R12108,O132110,C106130,P1385,2025-08-20,Quality Issue,5680.12
R12109,O150550,C106419,P1339,2026-07-03,Late Delivery,5049.07
R12110,O138652,C108115,P1270,2025-05-26,Changed Mind,14084.23
R12111,O107532,C105352,P1306,2025-08-12,Quality Issue,11464.09
R12112,O110684,C106227,P1173,2025-09-04,Wrong Product,2438.94
R12113,O109080,C103309,P1067,2025-08-16,Damaged Product,12073.8
R12114,O133987,C103714,P1223,2025-04-01,Late Delivery,3373.49
R12115,O137725,C102988,P1284,2026-02-06,Wrong Product,2300.48
R12116,O136519,C104979,P1488,2026-05-23,Quality Issue,1943.67
R12117,O110018,C108389,P1416,2026-03-12,Late Delivery,20101.85
R12118,O110096,C107493,P1302,2026-02-02,Quality Issue,10588.64
R12119,O101383,C103498,P1047,2025-12-14,Damaged Product,4220.51
R12120,O132507,C108786,P1135,2025-12-27,Damaged Product,15886.13
R12121,O113055,C103713,P1107,2026-03-18,Late Delivery,6157.37
R12122,O128235,C101757,P1019,2025-08-31,Changed Mind,10834.47
R12123,O135598,C106468,P1163,2025-04-07,Quality Issue,9061.62
R12124,O103611,C104163,P1293,2025-12-20,Quality Issue,15163.08
R12125,O150896,C109854,P1248,2026-08-17,Late Delivery,5920.66
R12126,O105505,C108913,P1404,2025-11-11,Late Delivery,3471.34
R12127,O123864,C108988,P1018,2025-06-23,Changed Mind,13369.43
R12128,O154464,C101693,P1129,2026-01-15,Changed Mind,5483.56
R12129,O127569,C103859,P1163,2026-03-07,Quality Issue,8155.46
R12130,O101778,C103433,P1472,2026-07-31,Damaged Product,26950.16
R12131,O135925,C104004,P1233,2025-06-10,Wrong Product,1763.68
R12132,O151188,C107364,P1323,2025-04-15,Late Delivery,10200.4
R12133,O124902,C107433,P1287,2026-05-06,Changed Mind,4518.73
R12134,O154298,C102545,P1149,2025-11-25,Changed Mind,29795.4
R12135,O135138,C104153,P1032,2025-10-17,Late Delivery,13304.04
R12136,O124366,C100991,P1253,2026-05-04,Wrong Product,1748.36
R12137,O100888,C109143,P1025,2025-12-27,Damaged Product,3662.76
R12138,O135097,C100263,P1387,2025-11-16,Quality Issue,4619.16
R12139,O147753,C104518,P1290,2025-06-01,Changed Mind,343.39
R12140,O122307,C109888,P1450,2026-06-21,Late Delivery,19908.63
R12141,O136366,C104620,P1247,2025-08-05,Late Delivery,2112.63
R12142,O117414,C100043,P1373,2025-10-27,Quality Issue,17349.66
R12143,O158336,C100652,P1275,2026-08-15,Changed Mind,8013.84
R12144,O131661,C107377,P1057,2025-05-28,Damaged Product,868.19
R12145,O133691,C101883,P1371,2025-08-26,Late Delivery,9676.47
R12146,O101151,C108958,P1154,2026-03-19,Wrong Product,15801.04
R12147,O151730,C103664,P1267,2026-05-03,Changed Mind,13354.76
R12148,O129276,C100954,P1252,2026-07-17,Wrong Product,4149.26
R12149,O131802,C106304,P1070,2025-02-16,Late Delivery,1138.72
R12150,O149373,C107803,P1189,2025-03-08,Wrong Product,3825.33
R12151,O103052,C106706,P1251,2026-02-26,Quality Issue,3883.64
R12152,O159847,C108795,P1402,2026-02-01,Wrong Product,7024.71
R12153,O112967,C108973,P1346,2025-06-25,Wrong Product,1449.73
R12154,O140046,C107521,P1472,2025-04-15,Quality Issue,13475.08
R12155,O101558,C108926,P1099,2025-04-05,Late Delivery,8884.23
R12156,O125777,C108038,P1328,2025-04-09,Quality Issue,3023.88
R12157,O121370,C100410,P1153,2025-04-10,Quality Issue,8824.02
R12158,O138996,C100806,P1059,2025-06-04,Quality Issue,4965.58
R12159,O107629,C103370,P1204,2025-10-26,Quality Issue,12256.76
R12160,O147444,C103575,P1463,2026-03-03,Quality Issue,10735.85
R12161,O141000,C102361,P1257,2025-10-05,Late Delivery,19479.06
R12162,O142414,C108187,P1370,2026-05-29,Changed Mind,6957.2
R12163,O113528,C103525,P1183,2025-09-19,Damaged Product,3334.09
R12164,O151554,C100825,P1418,2025-04-17,Damaged Product,4331.92
R12165,O141611,C106113,P1412,2026-03-15,Quality Issue,15236.61
R12166,O110483,C104591,P1140,2025-04-01,Late Delivery,17693.53
R12167,O156744,C108906,P1301,2025-05-05,Late Delivery,2295.53
R12168,O156565,C104319,P1385,2025-01-31,Wrong Product,11360.24
R12169,O159742,C101092,P1179,2025-11-11,Late Delivery,6953.49
R12170,O122496,C101869,P1192,2026-05-26,Changed Mind,2608.14
R12171,O153066,C109470,P1086,2025-03-20,Quality Issue,10375.09
R12172,O125138,C109953,P1299,2026-05-29,Quality Issue,15530.75
R12173,O103008,C101669,P1028,2025-12-31,Late Delivery,7869.69
R12174,O145283,C105713,P1344,2026-04-22,Wrong Product,10602.4
R12175,O125693,C105772,P1225,2026-04-24,Changed Mind,4415.02
R12176,O123688,C109990,P1042,2025-06-23,Changed Mind,4338.29
R12177,O103666,C102433,P1300,2026-02-19,Late Delivery,16266.24
R12178,O106755,C103149,P1334,2026-06-18,Late Delivery,15689.64
R12179,O151118,C108704,P1354,2025-03-05,Damaged Product,10257.66
R12180,O102715,C109693,P1078,2026-02-05,Damaged Product,8890.73
R12181,O109651,C101193,P1206,2025-08-24,Quality Issue,10118.4
R12182,O107430,C109954,P1444,2026-05-12,Damaged Product,4753.19
R12183,O106376,C107380,P1393,2025-07-11,Quality Issue,4006.95
R12184,O107678,C107005,P1250,2026-05-20,Late Delivery,8973.0
R12185,O120232,C105367,P1331,2025-02-28,Quality Issue,4308.44
R12186,O130498,C109180,P1399,2025-09-23,Damaged Product,4467.59
R12187,O127941,C105817,P1059,2026-03-14,Wrong Product,19862.32
R12188,O128949,C106082,P1025,2026-06-30,Wrong Product,6959.24
R12189,O158679,C102279,P1196,2026-05-26,Late Delivery,5536.08
R12190,O116832,C102646,P1335,2025-03-22,Late Delivery,7426.08
R12191,O123963,C107618,P1486,2025-09-08,Changed Mind,20629.12
R12192,O113702,C100357,P1194,2026-01-05,Late Delivery,3236.8
R12193,O122315,C108248,P1189,2026-06-20,Late Delivery,1275.11
R12194,O110586,C100796,P1326,2026-02-20,Wrong Product,8342.55
R12195,O153374,C102159,P1459,2025-01-11,Damaged Product,1651.61
R12196,O150419,C107120,P1282,2025-05-20,Damaged Product,5210.9
R12197,O139692,C107543,P1213,2025-04-30,Changed Mind,14439.68
R12198,O144084,C100300,P1182,2026-05-13,Damaged Product,1408.97
R12199,O123368,C109108,P1063,2025-10-03,Changed Mind,12828.29
R12200,O138543,C104886,P1308,2025-04-02,Changed Mind,2641.26
R12201,O111591,C106183,P1007,2025-04-05,Damaged Product,14662.53
R12202,O134555,C109073,P1362,2026-03-26,Quality Issue,15962.08
R12203,O149288,C108025,P1435,2025-09-30,Damaged Product,1455.25
R12204,O115437,C103153,P1337,2025-03-18,Wrong Product,10819.77
R12205,O140865,C105992,P1303,2025-05-03,Changed Mind,8988.05
R12206,O147154,C103375,P1153,2026-07-24,Damaged Product,12539.39
R12207,O107090,C100888,P1107,2025-08-02,Wrong Product,9236.05
R12208,O152169,C108637,P1445,2025-10-09,Late Delivery,7405.76
R12209,O120107,C109458,P1178,2026-04-15,Quality Issue,12658.94
R12210,O120656,C108597,P1020,2026-03-20,Wrong Product,11082.49
R12211,O107369,C101727,P1386,2026-03-28,Quality Issue,6437.97
R12212,O147868,C100634,P1340,2025-08-29,Changed Mind,3343.79
R12213,O118760,C103032,P1260,2025-02-18,Changed Mind,761.66
R12214,O108382,C106712,P1004,2025-07-20,Changed Mind,16806.09
R12215,O141371,C105961,P1269,2026-05-25,Quality Issue,4614.59
R12216,O134191,C104957,P1123,2025-04-05,Quality Issue,2748.12
R12217,O117111,C109214,P1092,2025-04-28,Changed Mind,8191.23
R12218,O105245,C100569,P1355,2025-12-12,Late Delivery,12055.92
R12219,O103929,C101692,P1461,2025-02-08,Quality Issue,3049.42
R12220,O117094,C103813,P1274,2025-08-21,Changed Mind,7035.3
R12221,O114345,C104022,P1388,2026-02-08,Changed Mind,14092.16
R12222,O119589,C101004,P1454,2025-09-05,Late Delivery,8899.3
R12223,O133572,C100424,P1137,2025-09-21,Late Delivery,6385.06
R12224,O154733,C104374,P1245,2026-02-08,Damaged Product,4786.2
R12225,O104334,C100063,P1478,2025-08-01,Wrong Product,6532.78
R12226,O152607,C104705,P1080,2025-01-29,Late Delivery,2862.2
R12227,O132841,C106397,P1426,2025-03-11,Wrong Product,10791.24
R12228,O116215,C103092,P1157,2025-06-26,Changed Mind,650.89
R12229,O123882,C104400,P1012,2025-04-26,Changed Mind,2518.27
R12230,O126779,C104827,P1180,2025-08-30,Changed Mind,12166.56
R12231,O105985,C100881,P1044,2025-04-27,Wrong Product,11166.28
R12232,O131054,C103345,P1206,2025-12-18,Changed Mind,10118.4
R12233,O133767,C101315,P1114,2025-07-29,Changed Mind,6487.04
R12234,O101684,C107509,P1257,2025-05-14,Late Delivery,9739.53
R12235,O102368,C102967,P1291,2025-10-10,Damaged Product,4103.74
R12236,O151895,C106126,P1351,2025-09-15,Late Delivery,7789.05
R12237,O138829,C105817,P1067,2025-05-26,Quality Issue,4276.14
R12238,O150273,C108487,P1202,2026-07-06,Damaged Product,1654.72
R12239,O143976,C100586,P1121,2026-02-21,Late Delivery,7131.97
R12240,O110321,C109142,P1345,2026-02-26,Quality Issue,3372.82
R12241,O158325,C103895,P1386,2026-01-12,Changed Mind,2145.99
R12242,O145681,C100277,P1130,2026-02-15,Changed Mind,9291.06
R12243,O138063,C109994,P1085,2026-04-04,Changed Mind,2107.35
R12244,O113160,C100217,P1208,2025-12-16,Changed Mind,18678.65
R12245,O113169,C101390,P1105,2025-06-09,Wrong Product,2548.97
R12246,O143908,C107594,P1028,2025-03-03,Quality Issue,7869.69
R12247,O106722,C106977,P1070,2025-04-04,Changed Mind,725.93
R12248,O139730,C103147,P1490,2025-05-01,Wrong Product,1550.68
R12249,O135968,C100547,P1172,2025-06-17,Wrong Product,277.75
R12250,O130792,C102064,P1111,2026-05-12,Changed Mind,1882.71
R12251,O119748,C106504,P1449,2025-03-05,Changed Mind,16626.84
R12252,O153853,C108260,P1471,2025-05-12,Wrong Product,4458.73
R12253,O100085,C100428,P1038,2025-05-25,Late Delivery,1048.7
R12254,O105865,C106423,P1158,2026-05-04,Damaged Product,9376.06
R12255,O110913,C108284,P1039,2026-04-05,Changed Mind,7924.5
R12256,O128492,C104694,P1399,2025-03-12,Wrong Product,13402.77
R12257,O137036,C104507,P1146,2025-06-07,Changed Mind,9697.44
R12258,O132097,C102942,P1165,2025-10-13,Wrong Product,476.78
R12259,O104407,C107774,P1038,2025-06-29,Wrong Product,4660.88
R12260,O108833,C102784,P1442,2025-10-21,Late Delivery,6841.46
R12261,O127123,C109799,P1248,2025-03-01,Quality Issue,7030.78
R12262,O123466,C103081,P1160,2026-01-10,Wrong Product,12878.01
R12263,O153640,C105883,P1293,2026-02-01,Changed Mind,4548.92
R12264,O140069,C107423,P1146,2025-10-09,Quality Issue,9187.05
R12265,O134185,C107064,P1331,2025-10-09,Wrong Product,6893.5
R12266,O145570,C104740,P1244,2025-03-04,Wrong Product,1224.38
R12267,O150082,C108669,P1382,2026-01-29,Changed Mind,5590.2
R12268,O145263,C106453,P1122,2025-07-27,Late Delivery,26378.92
R12269,O138920,C109361,P1459,2026-03-17,Damaged Product,412.9
R12270,O108566,C105324,P1144,2025-04-07,Changed Mind,995.0
R12271,O135045,C105984,P1184,2026-03-07,Late Delivery,3563.9
R12272,O118384,C109472,P1079,2026-02-28,Wrong Product,8288.22
R12273,O153963,C107713,P1406,2026-03-09,Wrong Product,3080.68
R12274,O101752,C101035,P1409,2025-04-29,Wrong Product,8939.83
R12275,O113795,C103457,P1409,2025-09-11,Quality Issue,4966.57
R12276,O138542,C102377,P1499,2025-08-24,Changed Mind,4297.46
R12277,O148142,C101919,P1078,2025-12-30,Late Delivery,10459.68
R12278,O121260,C104698,P1222,2026-01-27,Quality Issue,1472.56
R12279,O149111,C104485,P1213,2026-05-12,Changed Mind,6858.85
R12280,O119963,C106522,P1475,2026-07-17,Late Delivery,3599.18
R12281,O110561,C108866,P1236,2025-08-10,Damaged Product,2656.75
R12282,O118909,C100055,P1433,2026-08-13,Wrong Product,1462.12
R12283,O109662,C105615,P1069,2025-08-25,Quality Issue,15138.28
R12284,O155926,C102460,P1007,2025-09-12,Wrong Product,14662.53
R12285,O153992,C104750,P1211,2025-03-25,Wrong Product,5484.51
R12286,O117429,C107479,P1233,2025-05-02,Damaged Product,1856.5
R12287,O112777,C107828,P1257,2026-02-21,Wrong Product,21643.4
R12288,O149499,C103311,P1338,2026-07-17,Quality Issue,6582.87
R12289,O151689,C107691,P1355,2026-01-29,Wrong Product,2411.18
R12290,O148265,C100598,P1142,2026-01-30,Wrong Product,13886.1
R12291,O103333,C107148,P1010,2025-07-13,Damaged Product,1936.08
R12292,O124724,C102058,P1470,2025-01-28,Wrong Product,10532.56
R12293,O120530,C100032,P1287,2026-01-05,Late Delivery,6778.1
R12294,O122206,C101543,P1089,2025-10-25,Late Delivery,1749.0
R12295,O106854,C102987,P1301,2025-05-26,Changed Mind,2174.72
R12296,O117460,C106226,P1315,2025-05-04,Damaged Product,28240.06
R12297,O137447,C101190,P1344,2025-12-07,Wrong Product,5301.2
R12298,O127159,C105004,P1044,2026-02-07,Changed Mind,5024.83
R12299,O114849,C103311,P1189,2025-12-19,Changed Mind,2167.69
R12300,O121590,C103254,P1344,2026-03-23,Wrong Product,10072.28
R12301,O123561,C103562,P1411,2025-11-16,Late Delivery,1968.35
R12302,O114611,C102405,P1322,2025-08-05,Wrong Product,2985.83
R12303,O107989,C106367,P1180,2025-01-16,Quality Issue,7299.94
R12304,O136014,C106735,P1042,2025-06-29,Wrong Product,3615.24
R12305,O145353,C106485,P1293,2025-09-18,Wrong Product,14404.93
R12306,O116691,C109738,P1089,2026-02-13,Damaged Product,437.25
R12307,O121753,C106245,P1248,2025-02-18,Damaged Product,4933.88
R12308,O154832,C102867,P1080,2025-04-23,Quality Issue,5387.66
R12309,O114435,C107886,P1451,2025-11-06,Quality Issue,15996.03
R12310,O113430,C109603,P1183,2025-04-16,Wrong Product,6668.18
R12311,O127432,C102820,P1244,2025-10-18,Wrong Product,4652.64
R12312,O132229,C108881,P1499,2026-05-13,Late Delivery,2261.82
R12313,O134359,C100877,P1190,2026-03-11,Quality Issue,6116.3
R12314,O130291,C102329,P1036,2025-03-21,Wrong Product,4237.6
R12315,O141275,C109154,P1062,2025-10-14,Late Delivery,9869.3
R12316,O114587,C109973,P1316,2025-07-24,Changed Mind,12797.01
R12317,O134521,C108880,P1441,2025-03-29,Wrong Product,5896.32
R12318,O157747,C101419,P1045,2025-05-01,Late Delivery,2978.22
R12319,O103476,C109006,P1466,2025-01-28,Quality Issue,9234.6
R12320,O123848,C100924,P1031,2025-01-29,Quality Issue,18002.32
R12321,O154905,C109316,P1371,2025-03-16,Damaged Product,9676.47
R12322,O114367,C105103,P1169,2025-03-09,Damaged Product,7403.52
R12323,O123073,C101116,P1124,2026-02-15,Damaged Product,6331.19
R12324,O106806,C100163,P1434,2026-07-10,Wrong Product,9932.8
R12325,O108320,C102752,P1021,2025-12-18,Changed Mind,17026.62
R12326,O127879,C100858,P1230,2025-09-29,Late Delivery,2015.48
R12327,O154915,C106544,P1148,2026-03-23,Late Delivery,15049.17
R12328,O120898,C104733,P1324,2025-12-25,Changed Mind,2680.39
R12329,O158920,C104945,P1492,2025-04-21,Changed Mind,17854.56
R12330,O148575,C103496,P1323,2026-03-18,Quality Issue,14535.57
R12331,O137095,C103794,P1269,2026-06-24,Quality Issue,4614.59
R12332,O138396,C101959,P1275,2026-06-30,Late Delivery,12653.43
R12333,O130406,C107059,P1141,2026-03-11,Late Delivery,21015.96
R12334,O105681,C100520,P1202,2025-10-12,Wrong Product,1654.72
R12335,O113740,C106702,P1440,2025-08-03,Changed Mind,5002.24
R12336,O120721,C104347,P1148,2025-04-02,Changed Mind,9531.14
R12337,O146697,C100940,P1300,2026-08-10,Late Delivery,16266.24
R12338,O126713,C105228,P1254,2025-02-09,Late Delivery,3934.01
R12339,O140425,C104638,P1180,2025-06-06,Damaged Product,7705.49
R12340,O151739,C101179,P1499,2025-03-30,Quality Issue,4071.28
R12341,O130360,C109128,P1312,2025-04-30,Wrong Product,4220.12
R12342,O133667,C109663,P1100,2026-07-23,Changed Mind,3766.71
R12343,O105728,C100274,P1054,2025-11-30,Quality Issue,8630.07
R12344,O115612,C105108,P1365,2026-07-27,Wrong Product,10260.09
R12345,O146551,C100533,P1143,2025-09-13,Wrong Product,5687.43
R12346,O125415,C108093,P1263,2026-03-26,Quality Issue,3342.52
R12347,O136811,C109574,P1379,2025-03-05,Late Delivery,9389.36
R12348,O130827,C101453,P1069,2025-01-18,Wrong Product,9650.65
R12349,O114230,C103084,P1187,2026-01-21,Damaged Product,4347.66
R12350,O135226,C101802,P1052,2025-05-29,Quality Issue,19108.76
R12351,O155754,C107997,P1303,2025-05-25,Changed Mind,14980.08
R12352,O150435,C107116,P1044,2026-05-05,Wrong Product,2651.99
R12353,O126059,C106162,P1275,2026-02-28,Damaged Product,13496.99
R12354,O124108,C105310,P1281,2026-07-24,Wrong Product,2732.5
R12355,O111086,C103363,P1287,2026-06-15,Late Delivery,9513.12
R12356,O123528,C100501,P1309,2026-01-27,Late Delivery,1742.19
R12357,O135203,C103810,P1191,2026-03-25,Changed Mind,9529.52
R12358,O107642,C103254,P1182,2026-01-15,Quality Issue,4226.92
R12359,O149218,C100567,P1377,2026-04-12,Late Delivery,6306.8
R12360,O151576,C106571,P1373,2025-02-22,Damaged Product,9638.7
R12361,O138454,C100454,P1145,2025-10-19,Quality Issue,1405.03
R12362,O125857,C101360,P1450,2025-06-17,Damaged Product,16922.34
R12363,O104549,C109125,P1344,2026-06-13,Quality Issue,12722.88
R12364,O132434,C105144,P1202,2025-05-11,Changed Mind,2451.44
R12365,O153634,C102869,P1196,2025-12-21,Quality Issue,5536.08
R12366,O136862,C107875,P1430,2025-03-28,Wrong Product,3455.86
R12367,O137746,C102985,P1250,2025-11-15,Late Delivery,9471.5
R12368,O105765,C103665,P1401,2025-06-10,Quality Issue,3581.58
R12369,O138426,C100435,P1176,2026-02-26,Wrong Product,12938.36
R12370,O121527,C107258,P1265,2025-04-06,Late Delivery,3459.32
R12371,O144397,C109740,P1025,2026-07-26,Wrong Product,3113.35
R12372,O142572,C107584,P1197,2026-04-22,Late Delivery,3670.69
R12373,O103351,C103407,P1172,2026-03-25,Changed Mind,222.2
R12374,O121325,C101803,P1308,2026-03-26,Damaged Product,6339.02
R12375,O118826,C109823,P1046,2025-04-23,Changed Mind,8076.08
R12376,O110359,C103870,P1028,2026-04-01,Quality Issue,11804.54
R12377,O118393,C109397,P1393,2025-11-05,Damaged Product,5342.6
R12378,O159458,C100218,P1498,2026-05-19,Late Delivery,16573.35
R12379,O150565,C105078,P1216,2025-01-29,Quality Issue,15671.31
R12380,O103911,C106073,P1195,2026-04-04,Damaged Product,4776.05
R12381,O111750,C101686,P1455,2025-09-28,Late Delivery,30579.84
R12382,O118206,C101018,P1394,2025-07-24,Late Delivery,10449.84
R12383,O156379,C107686,P1229,2025-05-04,Quality Issue,13566.09
R12384,O111558,C106344,P1356,2025-06-16,Changed Mind,21727.05
R12385,O133337,C107161,P1427,2025-06-11,Changed Mind,10884.66
R12386,O115724,C109716,P1404,2026-06-18,Quality Issue,3124.21
R12387,O126940,C105024,P1362,2025-03-24,Quality Issue,15962.08
R12388,O146008,C109975,P1240,2025-07-14,Changed Mind,21771.88
R12389,O108557,C107215,P1349,2025-09-13,Changed Mind,1351.35
R12390,O132000,C108572,P1005,2025-11-22,Changed Mind,1031.9
R12391,O153971,C106216,P1371,2025-08-31,Late Delivery,8708.82
R12392,O145829,C101862,P1026,2026-06-28,Wrong Product,12739.99
R12393,O127748,C100198,P1222,2025-05-12,Damaged Product,368.14
R12394,O151736,C109673,P1349,2025-10-18,Quality Issue,1501.5
R12395,O104162,C102688,P1133,2025-07-06,Changed Mind,17470.53
R12396,O123898,C107035,P1299,2025-12-25,Wrong Product,5785.97
R12397,O126369,C106450,P1003,2025-12-08,Quality Issue,14111.48
R12398,O100979,C104728,P1165,2025-02-08,Wrong Product,503.27
R12399,O101260,C106569,P1119,2025-03-20,Wrong Product,7706.61
R12400,O140098,C109348,P1100,2025-01-27,Wrong Product,1004.46
R12401,O103910,C106287,P1398,2025-02-01,Changed Mind,12558.32
R12402,O134248,C109677,P1054,2026-05-06,Late Delivery,9205.41
R12403,O119222,C103123,P1351,2025-07-30,Wrong Product,9838.8
R12404,O121466,C108865,P1024,2025-09-11,Changed Mind,10162.16
R12405,O133291,C107358,P1257,2025-02-18,Wrong Product,10821.7
R12406,O134249,C109549,P1302,2025-09-28,Changed Mind,10588.64
R12407,O150420,C109070,P1066,2025-03-28,Late Delivery,3461.72
R12408,O142081,C101672,P1338,2026-07-04,Wrong Product,6582.87
R12409,O112357,C100760,P1370,2025-05-14,Late Delivery,6957.2
R12410,O124252,C107474,P1181,2025-12-01,Wrong Product,16793.76
R12411,O150193,C100673,P1058,2025-03-24,Quality Issue,4618.11
R12412,O122647,C109839,P1427,2026-02-25,Late Delivery,9166.03
